"20세미만자녀수코드","남편결혼연령","아내결혼연령","남편이혼연령","아내이혼연령","동거기간년수"
00,15.827,16.526,60.523,61.221,44
00,16.008,16.945,48.134,49.071,32
00,16.016,19.265,30.298,33.547,14
00,16.049,11.372,57.482,52.805,41
00,16.068,15.536,53.438,52.906,37
00,16.082,16.479,28.684,29.082,12
00,16.087,15.92,67.38,67.213,51
00,16.12,14.731,53.627,52.238,37
00,16.12,17.142,48.901,49.923,32
00,16.126,15.178,62.241,61.293,46
00,16.586,18.38,23.104,24.898,6
00,16.706,16.473,32.178,31.945,15
00,16.72,17.276,24.909,25.465,8
00,16.808,21.624,52.652,57.468,35
00,16.827,17.657,38.654,39.484,21
00,16.895,14.583,48.958,46.646,32
00,16.898,15.709,41.243,40.054,24
00,16.915,15.671,56.019,54.775,39
00,17,14.071,70.983,68.052,53
00,17.002,16.408,58.378,57.78,41
00,17.043,12.621,61.279,56.857,44
00,17.054,17.843,53.06,53.849,36
00,17.087,21.197,43.002,47.109,25
00,17.109,16.21,45.068,44.169,27
00,17.178,21.087,31.446,35.356,14
00,17.268,22.263,38.928,43.923,21
00,17.282,21.627,61.372,65.717,44
00,17.326,15.339,52.854,50.868,35
00,17.353,19.649,35.909,38.205,18
00,17.367,20.161,51.367,54.161,34
00,17.389,17.134,40.432,40.178,23
00,17.391,14.956,77.693,75.254,60
00,17.405,17.087,37.643,37.326,20
00,17.424,15.249,58.534,56.358,41
00,17.449,11.898,58.024,52.473,40
00,17.49,19.161,55.843,57.515,38
00,17.509,17.89,59.032,59.413,41
00,17.564,14.241,59.238,55.915,41
00,17.605,17.027,82.167,81.589,64
00,17.613,17.104,48.901,48.391,31
00,17.619,18.832,56.704,57.917,39
00,17.641,18.153,51.641,52.153,34
00,17.706,18.101,55.723,56.117,38
00,17.706,22,60.882,65.175,43
00,17.715,19.046,64.147,65.479,46
00,17.717,14.054,72.726,69.063,55
00,17.72,15.134,38.843,36.257,21
00,17.731,17,49.394,48.663,31
00,17.736,18.345,66.972,67.58,49
00,17.736,20,56.852,59.115,39
00,17.742,14.336,66.668,63.263,48
00,17.794,21.6,79.772,83.578,61
00,17.8,19.087,69.093,70.38,51
00,17.81,16.706,46.528,45.424,28
00,17.819,22.52,43.742,48.443,25
00,17.821,18.369,69.583,70.131,51
00,17.827,17.687,24.126,23.986,6
00,17.876,24.09,49.364,55.58,31
00,17.898,16.547,51.32,49.969,33
00,17.909,22.449,59.682,64.221,41
00,17.915,37.186,37.926,57.197,20
00,17.956,18.578,45.446,46.068,27
00,17.969,18.463,48.912,49.405,30
00,17.986,16.545,51.164,49.723,33
00,17.989,20.473,55.534,58.019,37
00,17.991,21.972,56.923,60.901,38
00,18,17.334,68.249,67.583,50
00,18.016,19.901,69.353,71.238,51
00,18.016,22.8,66.194,70.978,48
00,18.016,23.147,44.668,49.8,26
00,18.019,25.972,60.161,68.115,42
00,18.038,18.879,57.912,58.753,39
00,18.046,20.073,58.989,61.016,40
00,18.049,20.071,47.901,49.923,29
00,18.052,18.153,19.69,19.791,1
00,18.06,16.947,44.027,42.915,25
00,18.063,21.819,61.169,64.926,43
00,18.079,11.761,60.095,53.778,42
00,18.09,18.838,64.583,65.331,46
00,18.098,19.969,57.75,59.621,39
00,18.117,17.257,56.35,55.49,38
00,18.128,16.413,68.463,66.747,50
00,18.131,14.931,55.682,52.482,37
00,18.134,22.712,56.479,61.057,38
00,18.15,17.446,51.15,50.446,33
00,18.161,16.728,56.136,54.704,37
00,18.161,24.221,60.364,66.424,42
00,18.169,20.15,48.756,50.736,30
00,18.178,19.712,59.605,61.139,41
00,18.189,18.515,49.545,49.871,31
00,18.194,17.353,52.068,51.227,33
00,18.238,18.901,60.526,61.189,42
00,18.241,25.734,60.843,68.336,42
00,18.246,20.235,64.052,66.041,45
00,18.263,17.884,53.347,52.969,35
00,18.265,18.827,58.169,58.731,39
00,18.273,18.602,21.41,21.739,3
00,18.282,18.304,58.865,58.887,40
00,18.282,18.882,20.367,20.967,2
00,18.298,17.29,60.821,59.813,42
00,18.304,18.32,46.597,46.613,28
00,18.315,14.468,64.786,60.939,46
00,18.336,20.849,63.591,66.104,45
00,18.339,22.558,58.98,63.2,40
00,18.364,19.293,75.246,76.175,56
00,18.378,20.29,45.386,47.298,27
00,18.386,22.43,44.435,48.479,26
00,18.397,22.326,47.43,51.358,29
00,18.405,21.843,39.153,42.594,20
00,18.435,19.619,55.167,56.35,36
00,18.443,17.356,69.435,68.347,50
00,18.443,20.065,64.216,65.838,45
00,18.46,20.249,55.871,57.663,37
00,18.473,18.865,60.75,61.142,42
00,18.49,17.558,68.997,68.063,50
00,18.506,19.643,52.43,53.567,33
00,18.506,20.194,73.213,74.901,54
00,18.515,18.687,69.641,69.813,51
00,18.517,15.843,50.989,48.312,32
00,18.539,17.58,44.969,44.01,26
00,18.553,18.627,58.706,58.78,40
00,18.556,17.109,61.712,60.265,43
00,18.561,18.317,51.372,51.128,32
00,18.569,17.772,58.279,57.482,39
00,18.572,18.55,44.161,44.139,25
00,18.58,15.216,51.142,47.778,32
00,18.583,18.263,53.846,53.526,35
00,18.6,19.78,53.38,54.561,34
00,18.608,17.86,59.331,58.58,40
00,18.624,18.83,40.498,40.704,21
00,18.627,23.772,58.794,63.939,40
00,18.63,20.931,58.649,60.95,40
00,18.632,12.216,52.939,46.523,34
00,18.657,18.186,44.353,43.882,25
00,18.663,19.084,46.246,46.668,27
00,18.665,20.156,82.197,83.687,63
00,18.682,17.06,63.852,62.23,45
00,18.684,15.079,82.386,78.78,63
00,18.687,17.986,54.435,53.734,35
00,18.693,17.123,45.734,44.164,27
00,18.693,19.134,69.742,70.183,51
00,18.717,15.336,35.684,32.306,16
00,18.726,20.487,36.602,38.364,17
00,18.731,18.317,64.638,64.224,45
00,18.731,18.556,50.767,50.591,32
00,18.764,14.608,68,63.843,49
00,18.778,16.638,45.72,43.58,26
00,18.783,13.339,69.761,64.317,50
00,18.789,18.876,53.115,53.202,34
00,18.794,17.797,63.756,62.758,44
00,18.802,16.808,42.994,41,24
00,18.802,17.509,52.345,51.052,33
00,18.808,19.967,66.742,67.901,47
00,18.816,23.306,63.041,67.531,44
00,18.83,18.865,62.482,62.517,43
00,18.83,19.079,51.871,52.123,33
00,18.83,22.901,65.076,69.147,46
00,18.832,18.698,51.43,51.295,32
00,18.846,20.975,57.268,59.397,38
00,18.849,20.263,52.328,53.742,33
00,18.854,21.715,46.854,49.715,28
00,18.865,20.413,64.997,66.545,46
00,18.873,13.838,71.336,66.301,52
00,18.904,15.69,60.224,57.01,41
00,18.909,17.926,64.293,63.309,45
00,18.928,26.336,35.183,42.594,16
00,18.931,16.709,56.964,54.742,38
00,18.931,16.967,49.249,47.284,30
00,18.934,18.21,48.372,47.649,29
00,18.964,18.583,57.926,57.545,38
00,18.967,23.076,52.901,57.01,33
00,18.989,18.873,40.517,40.402,21
00,18.997,19.958,60.309,61.271,41
00,19,15.572,53.156,49.728,34
00,19,17.693,21.139,19.832,2
00,19,18.495,60.361,59.854,41
00,19,19.827,21.567,22.394,2
00,19,22.898,70.819,74.717,51
00,19.002,19.49,46.926,47.413,27
00,19.013,22.241,19.739,22.967,0
00,19.024,17.758,69.347,68.082,50
00,19.027,18.041,45.536,44.55,26
00,19.032,19.383,22.167,22.517,3
00,19.032,19.484,51.027,51.479,31
00,19.035,16.304,88.224,85.493,69
00,19.038,17.15,66.43,64.542,47
00,19.041,17.624,64.194,62.778,45
00,19.041,19.186,20.575,20.72,1
00,19.052,20.413,57.202,58.564,38
00,19.057,20.23,55.739,56.912,36
00,19.057,21.728,61.063,63.734,42
00,19.063,18.375,44.115,43.427,25
00,19.068,20.416,55.882,57.227,36
00,19.076,19.082,56.076,56.082,37
00,19.079,18,60.747,59.668,41
00,19.079,19.791,22.786,23.498,3
00,19.082,18.802,43.608,43.326,24
00,19.084,18.126,45.419,44.46,26
00,19.087,22.35,61.49,64.753,42
00,19.09,15.621,40.597,37.126,21
00,19.093,16.115,83.764,80.786,64
00,19.095,17.8,57.994,56.698,38
00,19.095,20.772,20.087,21.761,0
00,19.098,18.72,39.572,39.194,20
00,19.098,19.449,50.879,51.23,31
00,19.104,19.005,63.863,63.764,44
00,19.112,12.684,83.808,77.38,64
00,19.112,23.016,47.438,51.342,28
00,19.12,16.378,52.167,49.424,33
00,19.12,19.512,56.306,56.695,37
00,19.126,15.591,49.717,46.183,30
00,19.126,21.345,51.391,53.61,32
00,19.131,17.175,65.704,63.747,46
00,19.134,18.789,56.86,56.515,37
00,19.134,20.419,47.18,48.465,28
00,19.145,22.926,50.032,53.813,30
00,19.15,18.126,62.093,61.068,42
00,19.15,18.575,48.695,48.12,29
00,19.167,16.901,64.046,61.78,44
00,19.167,17.967,47.731,46.531,28
00,19.169,22.767,59.756,63.35,40
00,19.178,19.106,29.98,29.909,10
00,19.178,19.531,62.306,62.66,43
00,19.18,19.306,19.865,19.991,0
00,19.189,21.175,54.271,56.257,35
00,19.194,18.871,41.904,41.58,22
00,19.197,19.567,52.18,52.547,32
00,19.197,21.065,21.084,22.956,1
00,19.208,19.219,53.452,53.463,34
00,19.213,21.687,65.041,67.515,45
00,19.219,21.2,52.057,54.038,32
00,19.221,22.846,49.797,53.419,30
00,19.232,21.243,56.213,58.224,36
00,19.238,18.863,59.767,59.391,40
00,19.243,19.057,66.624,66.438,47
00,19.243,19.887,27.775,28.419,8
00,19.246,19.528,53.665,53.947,34
00,19.246,20.224,26.665,27.643,7
00,19.257,14.912,53.95,49.602,34
00,19.263,20.002,46.257,46.997,26
00,19.265,17.821,53.315,51.871,34
00,19.268,18.257,62.139,61.128,42
00,19.276,21.638,57.402,59.764,38
00,19.276,22.745,46.624,50.09,27
00,19.276,24.69,44.742,50.156,25
00,19.279,17.178,56.35,54.249,37
00,19.279,18.66,60.383,59.761,41
00,19.279,19.32,69.306,69.347,50
00,19.287,19.936,30.304,30.956,11
00,19.29,20.389,47.035,48.134,27
00,19.293,18.161,43.419,42.287,24
00,19.298,20.66,74.123,75.484,54
00,19.301,15.032,56.717,52.449,37
00,19.326,19.394,58.58,58.649,39
00,19.328,19.443,22.616,22.731,3
00,19.331,19.991,20.463,21.123,1
00,19.342,21.986,49.232,51.876,29
00,19.342,23.082,58.827,62.567,39
00,19.345,19.082,52.219,51.956,32
00,19.347,18.594,63.419,62.665,44
00,19.347,19.512,33.663,33.827,14
00,19.358,21.528,54.715,56.884,35
00,19.361,22.898,21.736,25.273,2
00,19.367,17.156,56.265,54.054,36
00,19.367,23,26.38,30.013,7
00,19.369,17.328,41.106,39.065,21
00,19.372,20.465,52.23,53.323,32
00,19.375,20.964,46.997,48.586,27
00,19.378,19.027,44.287,43.936,24
00,19.38,19.435,42.495,42.55,23
00,19.383,16.597,40.175,37.389,20
00,19.386,19.767,22.624,23.005,3
00,19.386,20.75,45.654,47.019,26
00,19.386,21.389,53.515,55.517,34
00,19.394,19.619,22.117,22.342,2
00,19.41,22.649,61.375,64.613,41
00,19.413,18.608,55.186,54.38,35
00,19.424,21.065,66.526,68.167,47
00,19.424,21.901,55.095,57.572,35
00,19.435,20.624,47.871,49.057,28
00,19.438,18.126,68.909,67.6,49
00,19.441,19.441,68.282,68.282,48
00,19.441,28.038,25.547,34.145,6
00,19.46,19.123,75.531,75.194,56
00,19.46,20.205,68.904,69.649,49
00,19.471,24.032,60.134,64.698,40
00,19.473,19.101,30.871,30.498,11
00,19.473,20.219,59.183,59.928,39
00,19.476,17.463,52.03,50.016,32
00,19.476,18.745,45.564,44.832,26
00,19.476,19.252,26.227,26.002,6
00,19.479,21.145,61.523,63.189,42
00,19.482,20.438,45.808,46.764,26
00,19.482,25.786,20.797,27.101,1
00,19.493,17.863,40.75,39.12,21
00,19.495,18.912,38.616,38.032,19
00,19.504,19.153,42.676,42.326,23
00,19.509,18.298,48.6,47.389,29
00,19.512,20.326,55.29,56.104,35
00,19.52,21.904,48.961,51.345,29
00,19.526,19.542,20.304,20.32,0
00,19.536,19.463,44.994,44.92,25
00,19.536,24.016,46.953,51.435,27
00,19.542,21.446,63.219,65.123,43
00,19.55,17.468,60.772,58.69,41
00,19.556,18.695,20.975,20.115,1
00,19.556,19.55,20.065,20.06,0
00,19.561,17.939,54.98,53.358,35
00,19.572,19.413,32.076,31.917,12
00,19.575,19.172,19.936,19.534,0
00,19.575,20.956,60.682,62.063,41
00,19.575,22.328,55.046,57.8,35
00,19.575,24.208,56.084,60.717,36
00,19.589,18.528,47.734,46.673,28
00,19.589,20.287,60.104,60.805,40
00,19.594,17.958,57.309,55.673,37
00,19.6,18.989,53.767,53.156,34
00,19.602,20.616,70.156,71.169,50
00,19.605,16.23,60.178,56.802,40
00,19.605,20.339,50.084,50.819,30
00,19.616,11.572,76.205,68.164,56
00,19.616,21.594,47.753,49.731,28
00,19.619,18.123,62.446,60.95,42
00,19.627,18.389,69.336,68.098,49
00,19.632,18.569,41.093,40.03,21
00,19.649,20.731,62.024,63.106,42
00,19.66,16.758,47.079,44.178,27
00,19.663,18.068,60.021,58.427,40
00,19.684,22.389,40.682,43.386,21
00,19.687,20.15,47.213,47.676,27
00,19.687,22.241,22.479,25.032,2
00,19.687,39.052,22.293,41.657,2
00,19.69,20.682,22.736,23.728,3
00,19.693,15.786,42.747,38.841,23
00,19.693,20.632,21.142,22.082,1
00,19.698,20.276,56.695,57.273,36
00,19.712,28.504,58.473,67.265,38
00,19.715,16.893,65.068,62.246,45
00,19.717,18.123,59.093,57.498,39
00,19.723,19.915,65.279,65.471,45
00,19.728,22.531,52.745,55.547,33
00,19.728,23.054,56.358,59.684,36
00,19.731,17.827,68.443,66.539,48
00,19.731,19.61,46.657,46.536,26
00,19.734,18.252,53.734,52.252,34
00,19.734,18.964,48.293,47.523,28
00,19.739,18.641,60.035,58.936,40
00,19.742,19.742,20.643,20.643,0
00,19.745,17.287,30.778,28.32,11
00,19.747,17.583,36.276,34.112,16
00,19.756,16.712,60.454,57.41,40
00,19.758,17.309,57.361,54.912,37
00,19.758,18.408,62.997,61.646,43
00,19.758,22.084,49.306,51.632,29
00,19.761,21.216,48.893,50.345,29
00,19.775,18.027,22.443,20.695,2
00,19.778,20.161,57.386,57.769,37
00,19.783,19.898,49.569,49.684,29
00,19.783,22.095,54.495,56.808,34
00,19.789,21.687,20.736,22.635,0
00,19.789,24.208,23.495,27.915,3
00,19.791,21.068,63.728,65.005,43
00,19.802,21.643,63.813,65.654,44
00,19.808,20.843,63.786,64.821,43
00,19.813,18.153,62.8,61.139,42
00,19.816,20.98,46.131,47.295,26
00,19.816,22.008,52.8,54.994,32
00,19.821,20.561,61.6,62.339,41
00,19.821,21.183,31.98,33.342,12
00,19.824,19.46,52.254,51.89,32
00,19.827,19.852,53.882,53.906,34
00,19.83,19.482,27.443,27.095,7
00,19.832,15.558,20.008,15.734,0
00,19.835,20.383,45.884,46.432,26
00,19.841,18.553,60.493,59.205,40
00,19.841,18.865,54.89,53.917,35
00,19.846,18.712,48.723,47.589,28
00,19.854,23.506,53.419,57.071,33
00,19.854,24.687,22.602,27.435,2
00,19.857,17.871,40.594,38.605,20
00,19.86,23.66,49.89,53.69,30
00,19.863,17.791,57.224,55.153,37
00,19.865,13.728,79.016,72.879,59
00,19.868,15.868,58.643,54.643,38
00,19.868,17.553,66.402,64.087,46
00,19.868,18.493,49.471,48.095,29
00,19.868,20.86,35.506,36.498,15
00,19.868,24.443,41.649,46.224,21
00,19.873,17.526,60.717,58.372,40
00,19.873,23,55.846,58.972,35
00,19.876,20.287,23.767,24.178,3
00,19.876,20.372,60.975,61.471,41
00,19.882,20.868,58.936,59.923,39
00,19.887,16.558,68.394,65.065,48
00,19.887,19.372,68.326,67.81,48
00,19.893,21.457,50.939,52.504,31
00,19.895,18.871,23.586,22.561,3
00,19.904,26.663,41.323,48.082,21
00,19.906,17.441,55.769,53.304,35
00,19.906,19.002,22.35,21.446,2
00,19.909,17,28.912,26,9
00,19.915,19.712,47.336,47.134,27
00,19.92,15.189,72.693,67.964,52
00,19.92,19.786,69.682,69.547,49
00,19.923,15.389,58.246,53.712,38
00,19.923,21.501,59.284,60.863,39
00,19.923,22.142,43.057,45.276,23
00,19.926,20.561,41.063,41.698,21
00,19.926,22.764,58.049,60.887,38
00,19.931,18.558,67.63,66.257,47
00,19.931,19.482,20.073,19.624,0
00,19.934,20.331,59.936,60.334,40
00,19.934,21.334,41.452,42.852,21
00,19.936,16.221,60.676,56.964,40
00,19.936,17.224,51.339,48.627,31
00,19.936,22.016,61.347,63.427,41
00,19.939,19,53.898,52.958,33
00,19.942,13.523,60.632,54.213,40
00,19.942,17.739,34.268,32.065,14
00,19.942,20.197,21.032,21.287,1
00,19.947,20.287,59.86,60.2,39
00,19.947,22.553,48.92,51.526,28
00,19.947,22.917,51.72,54.69,31
00,19.953,16.235,64.983,61.268,45
00,19.953,18.367,64.202,62.616,44
00,19.956,21.252,31.295,32.591,11
00,19.961,21.005,52.704,53.75,32
00,19.964,22.526,55.465,58.027,35
00,19.967,15.739,46.134,41.906,26
00,19.967,19.134,55.556,54.723,35
00,19.969,21.232,65.495,66.758,45
00,19.972,19.693,64.641,64.361,44
00,19.972,26.15,22.202,28.38,2
00,19.986,20.013,59.131,59.158,39
00,19.986,21.304,49.989,51.306,30
00,19.991,19.254,61.506,60.769,41
00,19.997,18.671,40.641,39.315,20
00,19.997,18.838,66.326,65.167,46
00,19.997,20.652,69.49,70.145,49
00,20,19.164,39.438,38.602,19
00,20,20.115,62.986,63.101,42
00,20.005,18.775,54.69,53.46,34
00,20.01,21.405,48.457,49.852,28
00,20.016,21.972,69.279,71.235,49
00,20.019,19.838,51.994,51.813,31
00,20.019,23.369,48.408,51.758,28
00,20.027,19.69,62.838,62.501,42
00,20.027,19.745,23.972,23.69,3
00,20.03,19.205,54.358,53.534,34
00,20.03,28.69,44.78,53.438,24
00,20.032,17.676,64.769,62.413,44
00,20.032,21.145,54.084,55.197,34
00,20.032,22.649,36.161,38.778,16
00,20.035,19.652,73.413,73.03,53
00,20.035,20.846,50.339,51.15,30
00,20.046,19.405,42.38,41.739,22
00,20.049,17.813,36.613,34.378,16
00,20.052,18.945,37.438,36.331,17
00,20.052,20.052,48.421,48.421,28
00,20.057,18.246,63.726,61.915,43
00,20.057,21.947,64.452,66.339,44
00,20.06,16.887,50.345,47.172,30
00,20.063,19.202,63.117,62.257,43
00,20.063,20.6,21.75,22.287,1
00,20.065,19.339,48.852,48.126,28
00,20.065,21.652,47.282,48.871,27
00,20.071,19.698,48.736,48.361,28
00,20.071,22.293,58.997,61.219,38
00,20.079,19.523,59.632,59.076,39
00,20.079,23.156,21.013,24.09,0
00,20.09,19.616,63.997,63.523,43
00,20.09,20.704,68.391,69.005,48
00,20.093,20.164,65.473,65.545,45
00,20.093,20.731,39.668,40.306,19
00,20.093,21.098,25.778,26.783,5
00,20.095,16.731,76.427,73.06,56
00,20.095,20.493,48.597,48.994,28
00,20.098,16.008,58.175,54.084,38
00,20.098,22.501,58.86,61.263,38
00,20.104,19.021,42.8,41.717,22
00,20.104,21.131,46.86,47.887,26
00,20.106,19.394,53.353,52.643,33
00,20.115,19.969,46.775,46.63,26
00,20.117,19.961,51.109,50.956,30
00,20.12,20.336,53.547,53.764,33
00,20.123,20.156,56.972,57.005,36
00,20.126,17.227,61.915,59.016,41
00,20.126,22.95,50.353,53.178,30
00,20.131,16.969,61.504,58.342,41
00,20.131,17.775,49.704,47.347,29
00,20.131,21.21,52.065,53.145,31
00,20.139,20.216,58.986,59.063,38
00,20.142,16.2,61.23,57.287,41
00,20.147,27.953,26.013,33.819,5
00,20.15,19.487,27.076,26.413,6
00,20.153,20.731,41.057,41.635,20
00,20.153,20.917,21.747,22.512,1
00,20.156,19.246,64.06,63.15,43
00,20.158,19.536,48.928,48.304,28
00,20.158,20.369,46.027,46.238,25
00,20.161,19.057,58.931,57.827,38
00,20.161,20.882,61.342,62.063,41
00,20.164,18.547,31.736,30.12,11
00,20.164,20.871,41.463,42.169,21
00,20.167,19.35,62.427,61.61,42
00,20.167,21.441,25.427,26.698,5
00,20.169,19.813,22.367,22.01,2
00,20.169,24.591,59.298,63.72,39
00,20.175,19.915,66.183,65.926,46
00,20.175,21.142,53.561,54.528,33
00,20.178,21.909,30.073,31.802,9
00,20.191,21.161,58.698,59.668,38
00,20.194,21.145,49.632,50.583,29
00,20.194,23.635,28.613,32.054,8
00,20.194,28.126,35.969,43.901,15
00,20.2,20.687,39.397,39.884,19
00,20.208,20.487,70.649,70.928,50
00,20.208,21.109,66.517,67.419,46
00,20.21,20.6,56.783,57.169,36
00,20.213,19.326,61.243,60.356,41
00,20.213,20.06,23.95,23.794,3
00,20.213,20.257,60.528,60.572,40
00,20.216,22.942,22.646,25.372,2
00,20.219,21.613,23.397,24.791,3
00,20.224,19.904,49.602,49.282,29
00,20.224,20.315,67.495,67.586,47
00,20.227,20.547,23.583,23.906,3
00,20.23,20.98,51.594,52.345,31
00,20.23,21.021,26.835,27.627,6
00,20.23,30.202,54.473,64.446,34
00,20.235,19.49,22.043,21.298,1
00,20.238,20.317,51.701,51.78,31
00,20.241,13.682,62.873,56.315,42
00,20.243,18.709,81.501,79.967,61
00,20.243,19.468,62.684,61.909,42
00,20.243,20.002,57.364,57.126,37
00,20.246,17.213,59.723,56.69,39
00,20.246,20.49,47.687,47.931,27
00,20.252,20.468,23.95,24.167,3
00,20.252,20.482,59.69,59.92,39
00,20.254,17.564,65.997,63.306,45
00,20.254,25.268,29.161,34.175,8
00,20.257,17.041,68.443,65.227,48
00,20.257,22.854,23.967,26.564,3
00,20.26,17.909,53.41,51.06,33
00,20.26,25.224,52.284,57.249,32
00,20.265,26.227,44.528,50.49,24
00,20.271,18.071,26.616,24.416,6
00,20.273,14.931,60.649,55.304,40
00,20.276,20.095,60.317,60.136,40
00,20.276,22.317,49.364,51.405,29
00,20.284,16.972,49.136,45.821,28
00,20.284,20.81,56.695,57.221,36
00,20.29,19.978,50.35,50.038,30
00,20.295,19.904,52.893,52.498,32
00,20.298,18.668,52.298,50.668,32
00,20.301,19.158,52.421,51.279,32
00,20.301,21.832,60.43,61.961,40
00,20.301,22.534,57.715,59.947,37
00,20.304,21.378,80.454,81.528,60
00,20.304,21.709,46.81,48.216,26
00,20.306,14.336,61.347,55.378,41
00,20.306,19.597,52.263,51.553,31
00,20.306,19.915,24.112,23.72,3
00,20.312,21.961,60.131,61.78,39
00,20.315,20.167,50.873,50.726,30
00,20.315,20.372,56.156,56.213,35
00,20.317,21.52,62.243,63.446,41
00,20.32,22.972,50.219,52.871,29
00,20.326,20.909,21.32,21.901,0
00,20.345,17.106,66.673,63.435,46
00,20.35,20.284,60.221,60.156,39
00,20.353,16.695,63.553,59.895,43
00,20.356,18.917,52.701,51.26,32
00,20.361,22.432,57.86,59.931,37
00,20.364,23.232,68.126,70.997,47
00,20.369,20.736,48.12,48.487,27
00,20.369,21.172,50.109,50.915,29
00,20.369,21.408,56.556,57.594,36
00,20.369,21.504,69.731,70.865,49
00,20.375,18.989,62.69,61.304,42
00,20.375,18.997,68.849,67.468,48
00,20.378,20.413,51.449,51.484,31
00,20.38,18.706,62.016,60.342,41
00,20.38,23.687,50.852,54.158,30
00,20.383,19.26,46.715,45.591,26
00,20.383,23.591,33.887,37.095,13
00,20.383,24.043,61.194,64.854,40
00,20.386,18.887,46.063,44.564,25
00,20.386,22.556,58.416,60.586,38
00,20.389,22.084,21.575,23.268,1
00,20.394,21.463,52.515,53.583,32
00,20.397,18.673,59.808,58.084,39
00,20.4,24.057,60.821,64.479,40
00,20.402,17.75,49.816,47.164,29
00,20.402,20.621,68.158,68.378,47
00,20.405,21.315,20.868,21.778,0
00,20.408,16.408,59.315,55.315,38
00,20.41,18.019,72.443,70.052,52
00,20.413,22.164,61.073,62.824,40
00,20.413,24.917,51.104,55.608,30
00,20.413,26.876,50.235,56.698,29
00,20.421,20.046,24.504,24.128,4
00,20.427,21.865,47.178,48.616,26
00,20.43,18.238,62.09,59.898,41
00,20.43,18.734,61.679,59.983,41
00,20.43,19.202,54.197,52.969,33
00,20.432,22.013,54.934,56.515,34
00,20.435,24.175,54.241,57.98,33
00,20.438,19.454,22.347,21.364,1
00,20.438,20.424,53.936,53.923,33
00,20.438,33.52,26.016,39.098,5
00,20.441,17.493,47.123,44.175,26
00,20.441,19.01,37.06,35.63,16
00,20.443,19.273,23.63,22.46,3
00,20.443,20.882,45.065,45.501,24
00,20.446,18.947,60.704,59.202,40
00,20.446,19.205,60.578,59.336,40
00,20.446,20.882,54.2,54.632,33
00,20.449,17.498,59.531,56.58,39
00,20.449,19.134,56.698,55.383,36
00,20.452,21.238,58.531,59.317,38
00,20.454,24.969,53.778,58.293,33
00,20.457,20.893,46.865,47.301,26
00,20.457,23,62.284,64.83,41
00,20.46,20.287,21.693,21.52,1
00,20.465,18.567,50.106,48.208,29
00,20.465,21.01,27.945,28.487,7
00,20.465,22.887,42.621,45.043,22
00,20.471,19.446,79.621,78.597,59
00,20.473,22.931,26.753,29.21,6
00,20.482,18.024,33.315,30.86,12
00,20.482,20.717,21.041,21.276,0
00,20.484,27.189,25.545,32.249,5
00,20.493,20.227,54.419,54.153,33
00,20.495,20.369,52.334,52.208,31
00,20.495,22.471,80.161,82.136,59
00,20.498,23.221,76.052,78.775,55
00,20.501,19.69,56.915,56.104,36
00,20.506,21.616,53.758,54.868,33
00,20.506,22.783,66.728,69.005,46
00,20.506,25.035,22.358,26.887,1
00,20.509,19.495,60.528,59.515,40
00,20.509,19.78,70.128,69.4,49
00,20.512,17.824,54.706,52.019,34
00,20.515,19.424,59.484,58.394,38
00,20.515,23.008,49.276,51.772,28
00,20.517,20.63,26.712,26.824,6
00,20.517,22.416,23.35,25.249,2
00,20.52,21.358,50.964,51.802,30
00,20.52,21.589,56.69,57.758,36
00,20.52,23.586,61.156,64.221,40
00,20.523,22.219,31.928,33.624,11
00,20.526,22.509,79.693,81.676,59
00,20.528,19.671,58.794,57.936,38
00,20.528,22.008,69.663,71.142,49
00,20.534,18.608,70.504,68.578,49
00,20.534,38.041,25.55,43.06,5
00,20.542,18.087,55.895,53.441,35
00,20.542,19.986,57.084,56.526,36
00,20.542,20.575,42.821,42.854,22
00,20.542,21.758,63.098,64.315,42
00,20.542,22.238,51.791,53.487,31
00,20.545,21.347,65.989,66.791,45
00,20.55,20.131,65.624,65.208,45
00,20.55,21.898,47.819,49.167,27
00,20.558,19.153,21.852,20.446,1
00,20.564,19.827,65.953,65.216,45
00,20.564,24.019,64.547,68.002,43
00,20.567,26.12,41.805,47.358,21
00,20.569,16.484,59.315,55.23,38
00,20.569,21.528,64.452,65.41,43
00,20.569,21.898,41.238,42.567,20
00,20.569,23.63,55.252,58.312,34
00,20.575,16.794,60.772,56.991,40
00,20.575,20.01,32.723,32.158,12
00,20.575,23.306,35.673,38.405,15
00,20.583,18.298,62.312,60.027,41
00,20.583,21.413,65.2,66.03,44
00,20.589,20.202,49.361,48.978,28
00,20.589,21.106,28.052,28.569,7
00,20.591,23.235,49.273,51.92,28
00,20.597,20.112,54.55,54.065,33
00,20.6,21.024,61.545,61.969,40
00,20.605,22.249,54.98,56.624,34
00,20.608,16.126,62.898,58.416,42
00,20.61,20.578,46.671,46.638,26
00,20.613,22.249,50.227,51.863,29
00,20.619,20.46,57.578,57.419,36
00,20.621,19.254,45.454,44.087,24
00,20.621,22.273,78.104,79.756,57
00,20.621,29,59.512,67.89,38
00,20.624,20.583,24.589,24.547,3
00,20.624,24.608,22.153,26.136,1
00,20.627,17.131,59.936,56.441,39
00,20.63,20.969,50.728,51.068,30
00,20.63,21.043,64.246,64.66,43
00,20.63,23.145,22.709,25.224,2
00,20.63,25.83,53.778,58.978,33
