"20세미만자녀수코드","남편결혼연령","아내결혼연령","남편이혼연령","아내이혼연령","동거기간년수"
00,56.504,52.528,59.249,55.273,2
00,56.52,44.191,57.731,45.405,1
00,56.52,51.679,60.002,55.161,3
00,56.52,56.663,59.597,59.739,3
00,56.531,54.923,63.432,61.824,6
00,56.534,45.767,65.301,54.531,8
00,56.536,48.676,78.89,71.03,22
00,56.539,43.761,68.405,55.627,11
00,56.542,49.364,58.054,50.876,1
00,56.545,54.802,60.75,59.005,4
00,56.545,55.046,58.783,57.284,2
00,56.553,56.528,59.03,59.005,2
00,56.558,45.369,77.558,66.369,21
00,56.567,49.78,67.164,60.378,10
00,56.569,42.958,70.473,56.863,13
00,56.572,32.857,67.202,43.487,10
00,56.572,48.991,63.175,55.594,6
00,56.572,57.413,62.876,63.717,6
00,56.575,54.293,60.594,58.312,4
00,56.578,50.934,62.632,56.989,6
00,56.578,54.589,60.386,58.397,3
00,56.578,55.641,62.958,62.021,6
00,56.578,57.649,68.419,69.49,11
00,56.58,49.567,67.093,60.079,10
00,56.589,55.679,60.035,59.126,3
00,56.591,50.509,71.339,65.257,14
00,56.591,51.972,61.356,56.736,4
00,56.597,48.967,57.361,49.731,0
00,56.6,41.43,57.827,42.66,1
00,56.6,54.424,60.041,57.865,3
00,56.605,43.252,57.367,44.013,0
00,56.605,53.775,65.197,62.367,8
00,56.608,30.01,65.816,39.221,9
00,56.608,50.605,59.194,53.191,2
00,56.608,57.961,60.246,61.6,3
00,56.619,57.991,57.619,58.989,1
00,56.624,50.769,70.057,64.202,13
00,56.627,52.032,71.098,66.504,14
00,56.63,50.049,59.391,52.81,2
00,56.63,55.736,64.032,63.139,7
00,56.632,47.923,67.345,58.635,10
00,56.632,56.501,59.224,59.093,2
00,56.635,50.273,78.61,72.249,21
00,56.641,54.093,64.263,61.715,7
00,56.643,48.745,57.052,49.153,0
00,56.643,49.723,58.739,51.819,2
00,56.643,56.021,57.997,57.378,1
00,56.646,55.534,76.435,75.323,19
00,56.646,56.4,59.021,58.775,2
00,56.649,55,60.273,58.624,3
00,56.652,28.936,60.054,32.339,3
00,56.654,48.063,60.632,52.041,3
00,56.654,55.98,63.008,62.334,6
00,56.657,52.879,60.523,56.745,3
00,56.657,53.038,58.383,54.764,1
00,56.657,60.301,58.8,62.443,2
00,56.66,49.356,69.268,61.964,12
00,56.66,60.578,56.841,60.758,0
00,56.663,59.72,63.808,66.865,7
00,56.665,46.167,62.512,52.013,5
00,56.665,51.457,57.315,52.106,0
00,56.665,58.449,59.06,60.843,2
00,56.668,34.832,60.117,38.282,3
00,56.668,51.989,57.084,52.402,0
00,56.679,54.684,62.312,60.317,5
00,56.682,47.583,62.126,53.027,5
00,56.682,49.372,63.868,56.558,7
00,56.682,51.98,66.265,61.564,9
00,56.684,57.4,61.928,62.646,5
00,56.687,55.4,63.671,62.383,6
00,56.693,53.071,64.468,60.846,7
00,56.693,54.627,57.852,55.786,1
00,56.695,55.213,56.832,55.35,0
00,56.695,56.087,61.035,60.427,4
00,56.698,38.367,71.704,53.372,15
00,56.698,44.934,64.821,53.057,8
00,56.698,50.2,69.479,62.98,12
00,56.704,31.317,69.416,44.032,12
00,56.704,53.147,60.791,57.235,4
00,56.712,58.394,56.994,58.676,0
00,56.717,56.698,60.693,60.673,3
00,56.72,55.369,60.326,58.975,3
00,56.723,36.652,80.761,60.69,24
00,56.723,47.991,61.342,52.61,4
00,56.728,53.424,83.846,80.542,27
00,56.728,58.252,64.375,65.898,7
00,56.734,48.367,62.304,53.936,5
00,56.736,49.528,60.6,53.391,3
00,56.739,54.476,61.098,58.838,4
00,56.739,54.783,58.654,56.698,1
00,56.739,56.63,60.369,60.26,3
00,56.742,48.095,69.073,60.427,12
00,56.75,39.947,73.383,56.58,16
00,56.753,49.271,61.271,53.791,4
00,56.753,52.287,65.901,61.438,9
00,56.753,57.947,61.369,62.564,4
00,56.756,52.334,63.621,59.2,6
00,56.758,60.594,56.917,60.753,0
00,56.761,45.589,67.353,56.18,10
00,56.764,50.263,60.183,53.682,3
00,56.767,49.589,57.827,50.649,1
00,56.769,59.723,59.517,62.471,2
00,56.778,52.564,71.783,67.569,15
00,56.78,54.161,57.673,55.057,0
00,56.783,47.402,58.273,48.895,1
00,56.786,53.227,58,54.443,1
00,56.789,50.019,76.912,70.142,20
00,56.797,53.769,74.293,71.265,17
00,56.797,53.819,68.249,65.271,11
00,56.8,45.813,59.136,48.15,2
00,56.805,50.32,70.282,63.797,13
00,56.805,60.578,60.758,64.531,3
00,56.808,46.972,68.367,58.531,11
00,56.808,53.854,56.854,53.901,0
00,56.81,46.29,66.632,56.112,9
00,56.813,49.082,60.882,53.15,4
00,56.816,37.843,59.073,40.101,2
00,56.816,47.052,74.263,64.501,17
00,56.816,49.4,60.69,53.273,3
00,56.816,56.89,59.424,59.498,2
00,56.819,46.769,63.81,53.761,6
00,56.819,55.786,64.249,63.216,7
00,56.819,55.895,60.594,59.671,3
00,56.819,61.594,59.695,64.471,2
00,56.827,56.284,58.928,58.386,2
00,56.832,57.265,74.679,75.112,17
00,56.835,20.219,56.838,20.221,0
00,56.835,52.052,60.915,56.131,4
00,56.843,51.005,67.46,61.621,10
00,56.843,55.931,66.073,65.161,9
00,56.846,31.01,59.778,33.942,2
00,56.849,52.706,58.112,53.969,1
00,56.852,54.712,57.936,55.797,1
00,56.863,53.865,68.2,65.202,11
00,56.873,53.706,69.632,66.465,12
00,56.876,57.249,63.786,64.158,6
00,56.876,60.841,57.29,61.254,0
00,56.879,52.01,58.473,53.605,1
00,56.882,44.958,70.92,58.997,14
00,56.887,38.613,72.863,54.589,15
00,56.887,46.652,62.254,52.019,5
00,56.887,64.367,59.945,67.421,3
00,56.89,49.802,57.909,50.821,1
00,56.89,61.189,58.238,62.536,1
00,56.893,54.646,71.416,69.169,14
00,56.893,56.076,62.986,62.169,6
00,56.895,50.616,58.556,52.276,1
00,56.901,52.043,58.46,53.602,1
00,56.904,49.03,61.378,53.506,4
00,56.904,55.452,65.747,64.298,8
00,56.906,47.493,69.109,59.695,12
00,56.906,50.268,64.646,58.008,7
00,56.909,46.627,70.216,59.934,13
00,56.909,50.202,63.849,57.142,6
00,56.912,47.586,73.394,64.068,16
00,56.915,45.624,60.463,49.172,3
00,56.917,52.008,61.197,56.287,4
00,56.923,56.158,57.704,56.942,0
00,56.926,36.093,75.38,54.547,18
00,56.926,56.506,65.794,65.375,8
00,56.928,52.095,66.964,62.131,10
00,56.931,51.865,61.052,55.986,4
00,56.931,55.547,65.293,63.912,8
00,56.931,56.276,59.117,58.463,2
00,56.934,48.586,62.819,54.471,5
00,56.936,48.112,63.317,54.493,6
00,56.936,59.493,59.8,62.356,2
00,56.945,51.589,65.465,60.112,8
00,56.945,60.246,60.468,63.769,3
00,56.953,42.46,58.879,44.386,1
00,56.958,33.605,60.391,37.038,3
00,56.958,61.69,57.347,62.079,0
00,56.961,41.487,57.043,41.569,0
00,56.964,53.6,67.041,63.676,10
00,56.975,47.498,64.386,54.909,7
00,56.98,35.369,58.953,37.342,1
00,56.98,51.545,76.986,71.55,20
00,56.98,56.032,58.101,57.156,1
00,56.986,45.556,65.43,54,8
00,56.991,55.178,70.824,69.01,13
00,56.994,50.512,57.928,51.446,0
00,56.994,57.057,60.158,60.221,3
00,56.997,54.082,65.161,62.246,8
00,57,47.32,67.671,57.991,10
00,57,52.164,73.112,68.276,16
00,57,54,66.175,63.175,9
00,57.002,47.106,61.452,51.556,4
00,57.01,45.906,60.89,49.786,3
00,57.01,54.821,59.394,57.205,2
00,57.016,52.852,62.156,57.994,5
00,57.016,54.506,60.887,58.378,3
00,57.016,54.964,68.86,66.805,11
00,57.019,51.09,58.128,52.2,1
00,57.021,34.071,60.101,37.15,3
00,57.021,56.638,63.953,63.569,6
00,57.024,56.536,61.608,61.12,4
00,57.027,52.734,60.915,56.621,3
00,57.03,45.383,76.569,64.923,19
00,57.032,27.008,68.887,38.863,11
00,57.032,52.621,65.189,60.778,8
00,57.043,30.345,58.115,31.416,1
00,57.046,47.605,70.936,61.495,13
00,57.054,59.504,63.884,66.334,6
00,57.057,51.767,72.6,67.309,15
00,57.06,48.602,76.263,67.805,19
00,57.06,53.58,59.347,55.868,2
00,57.063,50.958,58.846,52.742,1
00,57.063,52.016,66.846,61.8,9
00,57.065,53.991,58.945,55.871,1
00,57.068,41.52,57.2,41.652,0
00,57.071,55.849,64.534,63.312,7
00,57.073,50.953,58.142,52.019,1
00,57.082,48.101,71.575,62.594,14
00,57.084,49.457,65.084,57.457,8
00,57.087,33.101,58.016,34.03,0
00,57.087,57.602,60.339,60.854,3
00,57.09,45.92,71.687,60.517,14
00,57.09,46.649,62.008,51.564,4
00,57.093,47.635,69.657,60.2,12
00,57.093,48.646,68.553,60.106,11
00,57.093,56.093,74.052,73.052,16
00,57.098,55.605,60.682,59.189,3
00,57.098,56.95,62.835,62.687,5
00,57.101,46.167,59.375,48.441,2
00,57.101,51.06,59.356,53.315,2
00,57.104,32.613,71.498,47.008,14
00,57.106,47.21,57.509,47.613,0
00,57.106,53.66,57.452,54.002,0
00,57.109,41.86,71.219,55.972,14
00,57.109,50.756,68.328,61.978,11
00,57.112,51.498,64.06,58.443,6
00,57.117,49.627,60.484,52.994,3
00,57.117,51.643,58.52,53.046,1
00,57.117,51.92,66.791,61.594,9
00,57.123,22.517,71.219,36.613,14
00,57.126,54.326,72.024,69.224,14
00,57.128,47.619,59.095,49.586,1
00,57.131,35.027,73.331,51.227,16
00,57.131,51.621,59.501,53.991,2
00,57.131,54.364,64.55,61.783,7
00,57.134,49.367,58.778,51.008,1
00,57.134,54.306,64.112,61.284,6
00,57.136,53.136,63.32,59.32,6
00,57.136,54.893,58.895,56.652,1
00,57.136,63.81,59.391,66.065,2
00,57.156,44.81,67.254,54.909,10
00,57.158,40.895,60.8,44.536,3
00,57.158,51.254,64.364,58.46,7
00,57.167,55.331,61.92,60.084,4
00,57.175,48.008,58.978,49.81,1
00,57.178,50.909,78.498,72.23,21
00,57.178,52.471,65.463,60.756,8
00,57.178,57.169,62.123,62.115,4
00,57.186,50.556,62.06,55.427,4
00,57.191,61.487,60.972,65.268,3
00,57.194,53.504,58.934,55.243,1
00,57.194,53.901,64.454,61.161,7
00,57.197,35.139,60.906,38.849,3
00,57.197,57.515,73.964,74.282,16
00,57.2,49.463,61.312,53.575,4
00,57.2,50.646,62.213,55.66,5
00,57.202,37.216,72.684,52.698,15
00,57.202,43.789,60.367,46.956,3
00,57.205,55.18,72.909,70.884,15
00,57.205,55.471,59.18,57.446,1
00,57.21,51.78,63.854,58.424,6
00,57.213,57.693,60.586,61.065,3
00,57.219,47.854,73.641,64.273,16
00,57.219,53.416,61.238,57.435,4
00,57.221,46.413,71.846,61.038,14
00,57.221,52.926,60.767,56.471,3
00,57.227,59.613,70.728,73.115,13
00,57.23,50.221,58.753,51.745,1
00,57.232,42.589,62.802,48.156,5
00,57.232,55.591,60.06,58.419,2
00,57.254,61.668,58.049,62.463,0
00,57.26,42.816,62.016,47.569,4
00,57.26,46.797,79.024,68.561,21
00,57.26,47.791,61.531,52.063,4
00,57.263,48.575,66.123,57.435,8
00,57.263,51.975,62.545,57.257,5
00,57.263,52.194,64.989,59.92,7
00,57.265,26.216,66.704,35.654,9
00,57.268,48.539,59.706,50.978,2
00,57.268,50.375,61.558,54.665,4
00,57.271,51.742,64.46,58.931,7
00,57.273,45.298,61.854,49.879,4
00,57.276,43.739,62.939,49.402,5
00,57.276,54.632,70.898,68.254,13
00,57.279,38.663,59.635,41.019,2
00,57.279,57.931,58.92,59.569,1
00,57.282,54.301,58.063,55.082,0
00,57.293,42.041,75.526,60.273,18
00,57.295,51.03,69.268,63.002,11
00,57.304,46.232,78.484,67.413,21
00,57.306,39.473,66.317,48.484,9
00,57.306,57.482,66.063,66.235,8
00,57.315,58.712,61.504,62.901,4
00,57.317,52.438,57.783,52.904,0
00,57.317,57.734,58.663,59.079,1
00,57.32,54.413,58.153,55.246,0
00,57.323,41.252,58.019,41.947,0
00,57.323,50.789,79.901,73.367,22
00,57.323,53.021,71.701,67.4,14
00,57.328,58.378,58.279,59.328,0
00,57.331,48.83,60.024,51.523,2
00,57.331,57.326,60.58,60.575,3
00,57.339,36.153,58.389,37.202,1
00,57.339,47.676,67.843,58.18,10
00,57.339,54.473,64.397,61.531,7
00,57.339,54.652,61.353,58.665,4
00,57.347,56.816,58.432,57.901,1
00,57.347,58.402,65.758,66.813,8
00,57.364,34.778,57.452,34.865,0
00,57.364,54.676,58.452,55.764,1
00,57.367,48.416,73.578,64.627,16
00,57.367,62.093,60.027,64.753,2
00,57.369,46.572,74.652,63.854,17
00,57.369,50.769,69.994,63.394,12
00,57.372,54.156,60.191,56.975,2
00,57.375,42.032,73.441,58.098,16
00,57.378,49.747,71.509,63.879,14
00,57.386,53.002,59.221,54.838,1
00,57.386,53.421,58.386,54.421,1
00,57.389,55.372,63.75,61.734,6
00,57.394,57.75,64.405,64.761,7
00,57.397,47.312,71.013,60.928,13
00,57.397,49.673,72.769,65.046,15
00,57.4,45.449,66.958,55.008,9
00,57.4,49.169,65.427,57.197,8
00,57.402,39.369,71.75,53.717,14
00,57.402,50.213,64.068,56.879,6
00,57.405,48.621,64.989,56.202,7
00,57.405,54.758,62.479,59.835,5
00,57.405,56.073,60.775,59.443,3
00,57.421,44.547,61.227,48.353,3
00,57.424,52.43,62.09,57.095,4
00,57.427,57.331,61.443,61.347,4
00,57.435,53.309,62.18,58.054,4
00,57.438,53.972,66.756,63.29,9
00,57.443,49.624,59.186,51.367,1
00,57.443,52.758,65.876,61.191,8
00,57.446,44.03,60.52,47.104,3
00,57.446,52.523,65.432,60.509,7
00,57.452,55.254,65.32,63.123,7
00,57.452,56.591,65.646,64.786,8
00,57.452,60.197,61.435,64.18,3
00,57.454,49.967,62.473,54.983,5
00,57.457,49.227,59.449,51.219,1
00,57.465,49.123,67.484,59.142,10
00,57.468,55.964,59.194,57.69,1
00,57.473,47.38,69.172,59.079,11
00,57.473,56.972,61.635,61.134,4
00,57.476,55.016,67.594,65.134,10
00,57.484,56.331,63.536,62.383,6
00,57.484,57.232,58.767,58.515,1
00,57.487,51.509,66.767,60.789,9
00,57.487,52.323,69.504,64.339,12
00,57.49,55.046,64.389,61.947,6
00,57.495,59.032,60.843,62.38,3
00,57.506,55.558,74.26,72.312,16
00,57.509,57.465,62.758,62.715,5
00,57.512,57.186,60.238,59.912,2
00,57.517,46.736,64.194,53.413,6
00,57.517,48.805,61.013,52.301,3
00,57.52,61.164,58.298,61.945,0
00,57.528,53.805,68.638,64.915,11
00,57.531,56.479,61.367,60.315,3
00,57.536,59.213,59.126,60.802,1
00,57.536,61.523,61,64.986,3
00,57.539,52.326,61.49,56.276,3
00,57.539,57.816,63.561,63.838,6
00,57.542,39.66,58.057,40.175,0
00,57.542,45.106,69.405,56.972,11
00,57.542,55.438,58.652,56.547,1
00,57.547,54.81,62.18,59.441,4
00,57.547,55.673,60.383,58.509,2
00,57.55,40.726,58.964,42.139,1
00,57.55,59.347,60.679,62.476,3
00,57.553,53.873,59.731,56.052,2
00,57.556,29.66,68.098,40.202,10
00,57.558,56.013,58.52,56.975,0
00,57.558,56.172,80.049,78.663,22
00,57.558,61.8,62.742,66.983,5
00,57.561,42.958,72.676,58.073,15
00,57.567,48.852,70.701,61.989,13
00,57.567,56.345,59.476,58.254,1
00,57.572,47.386,59.542,49.356,1
00,57.575,56.558,62.767,61.75,5
00,57.58,47.18,58.98,48.58,1
00,57.583,53.879,61.553,57.849,3
00,57.583,59.361,62.465,64.243,4
00,57.586,53.857,59.032,55.304,1
00,57.589,53.027,61.331,56.769,3
00,57.591,54.904,64.989,62.301,7
00,57.597,53.049,67.665,63.115,10
00,57.605,57.465,61.98,61.841,4
00,57.613,59.202,68.002,69.591,10
00,57.616,29.076,60.493,31.956,2
00,57.619,56.18,66.273,64.838,8
00,57.621,52.83,58.295,53.501,0
00,57.621,53.86,67.279,63.517,9
00,57.621,60.257,63.726,66.361,6
00,57.624,48.421,58.547,49.345,0
00,57.63,43.024,67.936,53.331,10
00,57.63,58.605,59.158,60.134,1
00,57.632,43.704,57.635,43.706,0
00,57.635,55.03,59.038,56.435,1
00,57.638,42.931,66.676,51.967,9
00,57.638,50.235,60.547,53.145,2
00,57.638,57.904,58.575,58.841,0
00,57.641,39.389,68.323,50.071,10
00,57.641,49.131,60.624,52.115,2
00,57.649,42.432,65.197,49.983,7
00,57.649,52.232,60.926,55.509,3
00,57.649,52.69,66.904,61.945,9
00,57.652,60.156,63.073,65.578,5
00,57.657,58.643,58.887,59.873,1
00,57.66,55.832,67.238,65.41,9
00,57.665,45.008,58.857,46.202,1
00,57.665,54.597,58.071,55.005,0
00,57.665,58.123,69.756,70.213,12
00,57.668,54.063,59.402,55.797,1
00,57.671,57.567,60.736,60.632,3
00,57.673,52.989,59.698,55.013,2
00,57.673,55.358,58.684,56.369,1
00,57.676,47.81,62.747,52.879,5
00,57.679,53.649,59.495,55.465,1
00,57.682,43.775,67.528,53.621,9
00,57.682,50.484,61.936,54.739,4
00,57.684,40.608,57.912,40.835,0
00,57.684,54.112,60.884,57.312,3
00,57.684,60.035,58.347,60.701,0
00,57.684,61.882,57.895,62.09,0
00,57.69,48.567,62.265,53.145,4
00,57.69,53.071,64.095,59.476,6
00,57.693,43.295,58.52,44.123,0
00,57.695,46.052,59.095,47.452,1
00,57.695,54.002,62.254,58.561,4
00,57.701,57.402,67.704,67.405,10
00,57.704,51.931,62.684,56.909,4
00,57.706,49.361,58.638,50.293,0
00,57.709,53.367,60.126,55.783,2
00,57.709,58.712,63.328,64.331,5
00,57.712,45.463,61.482,49.232,3
00,57.715,55.789,61.534,59.608,3
00,57.726,53.082,59.506,54.865,1
00,57.728,44.75,62.408,49.43,4
00,57.728,55.736,65.95,63.958,8
00,57.728,56.701,63.016,61.989,5
00,57.736,27.86,64.046,34.169,6
00,57.736,49.715,63.252,55.23,5
00,57.736,58.284,71.383,71.931,13
00,57.739,40.794,60.739,43.794,3
00,57.742,55.69,61.32,59.268,3
00,57.742,57.26,66.26,65.778,8
00,57.745,51.526,65.101,58.882,7
00,57.747,41.649,71.326,55.227,13
00,57.75,35.997,79.523,57.769,21
00,57.753,52.219,61.243,55.709,3
00,57.756,45.701,59.03,46.975,1
00,57.756,47.224,69.35,58.819,11
00,57.758,57.564,62.736,62.542,4
00,57.764,51.627,59.35,53.213,1
00,57.764,53.4,57.936,53.572,0
00,57.767,51.591,61.613,55.438,3
00,57.767,55.6,59.353,57.186,1
00,57.772,48.065,58.158,48.454,0
00,57.772,56.536,61.002,59.767,3
00,57.775,50.186,66.419,58.83,8
00,57.778,56.479,61.219,59.92,3
00,57.778,56.641,64.8,63.663,7
00,57.78,39.528,67.857,49.605,10
00,57.786,50.49,68.263,60.967,10
00,57.786,57.895,59.205,59.315,1
00,57.789,44.586,62.463,49.263,4
00,57.791,59.553,62.284,64.046,4
00,57.794,27.676,59.112,28.997,1
00,57.794,44.315,68.72,55.241,10
00,57.794,47.991,60.345,50.542,2
00,57.794,51.282,78.98,72.468,21
00,57.794,59.35,61.843,63.4,4
00,57.797,58.104,62.076,62.386,4
00,57.802,37.238,67.273,46.709,9
00,57.802,54.049,60.6,56.846,2
00,57.808,48.928,74.457,65.578,16
00,57.808,49.887,64.586,56.665,6
00,57.808,53.361,61.093,56.646,3
00,57.81,53.076,67.095,62.364,9
00,57.81,55.339,61.473,59.002,3
00,57.81,57.635,69.991,69.816,12
00,57.816,49.498,65.542,57.224,7
00,57.816,50.786,68.704,61.673,10
00,57.816,51.408,65.364,58.956,7
00,57.816,52.224,63.202,57.61,5
00,57.816,55.213,60.43,57.827,2
00,57.816,56.967,66.136,65.284,8
00,57.816,58.745,58.813,59.742,1
00,57.819,54.706,59.443,56.331,1
00,57.821,41.372,61.512,45.063,3
00,57.821,54.846,66.01,63.035,8
00,57.821,56.643,59.75,58.572,1
00,57.824,55.912,60.994,59.079,3
00,57.827,52.8,65.452,60.424,7
00,57.841,56.065,65.679,63.904,7
00,57.843,64.216,61.652,68.024,3
00,57.846,52.857,59.123,54.134,1
00,57.852,57.668,60.117,59.934,2
00,57.854,40.002,66.564,48.715,8
00,57.854,55.61,60.057,57.813,2
00,57.854,57.75,59.632,59.528,1
00,57.857,55.931,60.293,58.367,2
00,57.857,57.501,68.967,68.61,11
00,57.86,39.241,68.997,50.378,11
00,57.86,52.35,65.131,59.621,7
00,57.863,52.742,62.161,57.041,4
00,57.863,57.545,62.484,62.167,4
00,57.868,48.616,66.945,57.693,9
00,57.868,50.265,64.309,56.706,6
00,57.868,56.235,60.134,58.501,2
00,57.871,48.419,59.684,50.232,1
00,57.871,49.273,60.197,51.6,2
00,57.871,51.986,63.868,57.983,5
00,57.873,28.994,57.956,29.073,0
00,57.873,54.136,66.172,62.435,8
00,57.876,54.589,59.397,56.109,1
00,57.882,54.402,59.906,56.427,2
00,57.887,39.019,62.323,43.457,4
00,57.887,53.591,67.783,63.487,9
00,57.89,50.657,70.317,63.084,12
00,57.893,53.438,69.087,64.632,11
00,57.895,49.641,67.087,58.835,9
00,57.895,51.608,65.931,59.643,8
00,57.895,54.742,61.915,58.761,4
00,57.895,61.161,66.071,69.336,8
00,57.898,48.353,67.83,58.284,9
00,57.901,49.375,60.178,51.652,2
00,57.901,53.487,78.736,74.323,20
00,57.901,65.884,58.216,66.2,0
00,57.904,52.342,68.306,62.745,10
00,57.904,58.887,60.479,61.463,2
00,57.909,49.75,64.723,56.564,6
00,57.909,54.232,60.309,56.632,2
00,57.912,58.967,59.063,60.117,1
00,57.92,55.649,64.545,62.273,6
00,57.923,47.334,71,60.41,13
00,57.928,50.671,78.405,71.15,20
00,57.931,59.084,63.213,64.367,5
00,57.931,62.178,62.643,66.89,4
00,57.934,46.224,66.386,54.679,8
00,57.936,54.676,60.512,57.252,2
00,57.939,52.49,72.504,67.054,14
00,57.939,52.865,59.364,54.29,1
00,57.942,56.43,58.857,57.347,0
00,57.947,38.282,59.619,39.953,1
00,57.956,57.082,62.115,61.241,4
00,57.958,35.602,61.509,39.153,3
00,57.967,53.079,62.972,58.087,5
00,57.967,54.81,61.323,58.167,3
00,57.969,43.12,66.479,51.63,8
00,57.969,46.975,63.969,52.975,6
00,57.969,53.369,59.389,54.789,1
00,57.969,56.898,73.189,72.117,15
00,57.975,53.569,62.709,58.304,4
00,57.978,45.583,59.479,47.084,1
00,57.978,60.695,60.745,63.463,2
00,57.98,54.654,59.923,56.597,1
00,57.98,57.419,65.624,65.063,7
00,57.986,52.156,66.964,61.136,8
00,57.989,49.863,77.49,69.364,19
00,57.989,51.657,65.624,59.293,7
00,57.991,51.019,75.139,68.167,17
00,57.991,55.268,60.315,57.591,2
00,57.994,54.041,70.764,66.81,12
00,57.994,57.282,61.58,60.868,3
00,58,55.287,60.753,58.041,2
00,58.002,57.246,63.575,62.819,5
00,58.005,52.312,71.81,66.117,13
00,58.008,32.682,60.164,34.838,2
00,58.008,48.375,61.879,52.246,3
00,58.008,59.013,59.01,60.016,1
00,58.016,55.589,78.397,75.969,20
00,58.021,52.008,63.668,57.654,5
00,58.021,56.564,59.021,57.561,1
00,58.021,59.249,64.054,65.282,6
00,58.03,54.986,59.89,56.846,1
00,58.032,58.712,60.032,60.715,2
00,58.032,60.632,59.334,61.931,1
00,58.041,55.367,60.208,57.534,2
00,58.043,41.827,61.353,45.136,3
00,58.043,48.254,75.753,65.967,17
00,58.046,49.693,59.66,51.306,1
00,58.049,55.487,58.449,55.887,0
00,58.049,55.715,59.131,56.797,1
00,58.052,54.583,59.104,55.635,1
00,58.06,57.912,68.331,68.183,10
00,58.063,54.753,58.657,55.345,0
00,58.065,60.164,62.41,64.509,4
00,58.068,44.78,60.312,47.024,2
00,58.068,50.427,69.926,62.284,11
00,58.068,59.709,59.068,60.706,1
00,58.073,47.175,59.347,48.449,1
00,58.073,55.216,62.095,59.238,4
00,58.079,27.917,58.802,28.638,0
00,58.079,52.936,68.904,63.761,10
00,58.079,55.515,61.865,59.301,3
00,58.079,56.676,63.753,62.35,5
00,58.082,51.367,66.191,59.476,8
00,58.084,42.4,59.884,44.2,1
00,58.084,52.723,73.72,68.358,15
00,58.084,60.569,60.361,62.846,2
00,58.087,47.531,61.701,51.145,3
00,58.087,53.131,62.701,57.745,4
00,58.09,56.583,61.221,59.715,3
00,58.093,52.547,63.775,58.23,5
00,58.093,53.542,62.345,57.794,4
00,58.101,45.12,63.068,50.087,4
00,58.104,55.356,61.446,58.698,3
00,58.104,56.024,67.534,65.454,9
00,58.106,50.58,61.156,53.63,3
00,58.112,54.594,68.69,65.172,10
00,58.115,56.632,59.726,58.243,1
00,58.117,50.093,58.49,50.465,0
00,58.12,48.263,71.339,61.482,13
00,58.126,55.975,58.523,56.372,0
00,58.126,58.939,64.794,65.608,6
00,58.128,42.306,74.035,58.213,15
00,58.128,44.709,72.616,59.197,14
00,58.134,59.715,59.227,60.808,1
00,58.136,53.994,59.084,54.939,0
00,58.142,46.682,69.506,58.046,11
00,58.145,54.112,68.89,64.857,10
00,58.145,57.128,61.736,60.72,3
00,58.15,50.15,71.312,63.312,13
00,58.15,57.183,59.923,58.956,1
00,58.15,58.115,60.624,60.589,2
00,58.15,59.293,60.142,61.284,1
00,58.153,55.676,66.608,64.131,8
00,58.153,57.019,71.89,70.756,13
00,58.153,66.016,62.454,70.317,4
00,58.156,54.824,64.156,60.824,6
00,58.156,61.465,60.347,63.657,2
00,58.161,39.331,68.454,49.624,10
00,58.161,59.013,58.353,59.205,0
00,58.169,49.183,69.147,60.161,10
00,58.169,52.463,77.424,71.717,19
00,58.172,55.608,60.671,58.106,2
00,58.175,48.928,61.353,52.106,3
00,58.175,61.975,59.298,63.098,1
00,58.175,62.917,59.175,63.915,1
00,58.178,49.512,66.627,57.961,8
00,58.18,54.512,71.276,67.605,13
00,58.18,57.43,66.328,65.578,8
00,58.183,36.271,83.452,61.539,25
00,58.186,54.276,58.873,54.964,0
00,58.189,48.123,87.147,77.082,28
00,58.189,53.054,61.797,56.663,3
00,58.189,60.465,60.15,62.427,1
00,58.194,54.079,59.915,55.8,1
00,58.194,65.723,58.586,66.112,0
00,58.202,49.961,65.523,57.279,7
00,58.205,40.583,68.928,51.304,10
00,58.208,54.153,61.676,57.621,3
00,58.213,58.958,63,63.745,4
00,58.219,28.791,60.726,31.298,2
00,58.221,44.805,60.726,47.309,2
00,58.221,46.731,59.764,48.273,1
00,58.221,47.819,61.224,50.821,3
00,58.224,56.693,61.953,60.421,3
00,58.235,49.591,59.449,50.805,1
00,58.235,53.753,61.838,57.356,3
00,58.235,56.827,59.134,57.723,0
00,58.249,37.043,65.63,44.424,7
00,58.252,39.652,61.454,42.854,3
00,58.257,55.016,78.227,74.986,19
00,58.257,59.476,71.819,73.038,13
00,58.26,50.386,60.178,52.304,1
00,58.26,58.783,74.621,75.145,16
00,58.26,63.915,59,64.654,0
00,58.263,51.18,64.224,57.142,5
00,58.263,55.887,65.46,63.084,7
00,58.268,36.531,58.58,36.843,0
00,58.271,55.893,60.753,58.375,2
00,58.273,45.041,66.55,53.317,8
00,58.273,55.317,58.534,55.578,0
00,58.276,44.063,78.282,64.068,20
00,58.279,58.78,61.665,62.167,3
00,58.284,55.084,60.912,57.712,2
00,58.287,42.915,76.438,61.065,18
00,58.29,61.013,63.676,66.402,5
00,58.298,52.621,66.983,61.306,8
00,58.298,56.635,71.849,70.186,13
00,58.301,50.873,66.12,58.693,7
00,58.304,49.438,60.38,51.515,2
00,58.304,58.487,63.854,64.038,5
00,58.306,48.772,59.901,50.367,1
00,58.312,57.145,62.652,61.484,4
00,58.315,44.106,64.295,50.087,5
