지역,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08
서울 강북지역동북권,77.90697674,79.94186047,81.83139535,76.59883721,87.06395349,83.43023256,80.81395349,83.5755814,84.30232558,86.91860465,88.51744186,88.08139535,87.35465116,88.22674419,90.98837209,92.73255814,90.40697674,84.73837209,86.60458453,88.75358166,89.46991404,86.31805158,87.46418338,90.04297994,90.18624642,91.18911175,96.06017192,98.20916905,92.90830946,93.05157593,93.83954155,99.4269341,102.5787966,106.017192,105.0859599,106.0888252,109.3839542,107.0916905,112.034384,114.5415473,115.6160458,109.8137536,105.0859599,101.8624642,97.85100287,97.56446991,97.27793696,98.28080229,98.28080229,98.13753582,97.87535411,98.01699717,97.73371105,97.73371105,96.52974504,96.03399433,96.17563739,94.83002833,95.88068182,100.4261364,104.6875,98.01699717,96.31728045,95.60906516,95.60906516,92.17603912,91.68704156,93.64303178,92.29828851,84.84107579,84.10757946,87.89731051,90.70904645,95.11002445,112.7139364,105.0122249,100.7334963,98.8997555,86.73469388,84.43877551,83.67346939,83.41836735,84.18367347,83.41836735,92.09183673,97.83163265,101.5306122,108.6734694,109.3112245,116.5816327,113.8954869,113.8954869,110.807601,103.6817102,97.98099762,111.52019,128.1472684,128.2660333,121.4964371,113.7767221,114.1330166,120.4275534,126.6033254,128.0285036,120.783848,111.1638955,111.1638955,124.4655582,132.6347305,134.5508982,126.1976048,109.3113772,98.32335329,92.15568862,87.69461078,86.25748503,87.18562874,87.7245509,86.25748503,82.36526946,78.26347305,75.47904192
서울 강북지역서북권,75.87719298,67.10526316,66.22807018,67.10526316,68.85964912,72.36842105,60.0877193,60.52631579,61.84210526,60.52631579,61.84210526,62.71929825,62.28070175,60.96491228,60.96491228,60.96491228,60.96491228,60.96491228,63.24786325,62.39316239,62.39316239,63.67521368,62.82051282,63.24786325,63.24786325,63.24786325,70.08547009,70.08547009,70.08547009,70.08547009,69.91525424,71.18644068,74.15254237,75.84745763,75.42372881,76.27118644,76.69491525,77.54237288,78.38983051,81.3559322,81.3559322,81.3559322,80.93220339,86.01694915,86.01694915,86.01694915,86.01694915,87.71186441,88.13559322,86.86440678,92.08333333,92.5,93.33333333,91.66666667,90,92.08333333,95.83333333,100.8333333,100.4166667,109.1666667,107.9166667,98.75,95.83333333,96.66666667,98.75,98.92857143,99.28571429,104.2857143,104.6428571,93.57142857,84.64285714,83.21428571,88.21428571,97.85714286,103.9285714,93.92857143,82.14285714,81.07142857,66.04477612,58.58208955,58.20895522,57.8358209,57.8358209,60.44776119,81.34328358,90.67164179,94.7761194,101.4925373,104.4776119,117.1641791,114.9659864,113.2653061,113.6054422,105.4421769,101.3605442,110.5442177,127.2108844,125.170068,123.8095238,117.0068027,117.3469388,123.4693878,125.5102041,126.1904762,109.1836735,100.3401361,102.7210884,107.1428571,111.5384615,117.7996422,119.8568873,104.7406082,98.1216458,91.41323792,89.35599284,84.97316637,88.64042934,90.07155635,87.47763864,81.48479428,79.06976744,76.83363148
서울 강남지역,63.7037037,67.87037037,65.09259259,67.03703704,66.2962963,65.27777778,66.94444444,67.5,70.03710575,85.39325843,88.38951311,83.70786517,74.90636704,74.25093633,86.70411985,93.35205993,92.69662921,88.01498127,90.41970803,94.61678832,94.16058394,91.97080292,90.60218978,91.05839416,94.98175182,95.80291971,99.72627737,101.0948905,97.26277372,94.7080292,97.08029197,98.08394161,99.81751825,102.5547445,101.6423358,102.4635036,102.189781,102.919708,105.6569343,104.5620438,102.0072993,103.0109489,101.0948905,99.36131387,99.27007299,98.44890511,99.72627737,101.8248175,104.1970803,108.2116788,108.8868941,113.3752244,111.4901257,110.2333932,105.5655296,105.2064632,106.1938959,99.82046679,107.0143885,113.7342908,112.8366248,105.3859964,100.7181329,103.2315978,105.3859964,112.3511905,117.5595238,115.625,108.9285714,100.0744048,95.01488095,92.7827381,95.53571429,110.1934524,126.6369048,108.5565476,98.13988095,90.32738095,82.54211332,74.57886677,73.96630934,72.20520674,73.73660031,78.33078101,90.50535988,98.08575804,100,110.719755,114.0122511,129.7090352,123.6804565,110.4850214,111.1982882,106.6333809,100.7132668,108.2738944,122.6105563,121.8972896,115.9771755,103.0670471,108.1312411,113.6233951,117.403709,119.5435093,114.1940086,110.0570613,112.339515,121.5406562,124.0377358,125.9433962,126,114.7924528,98.88679245,93.83018868,89.90566038,87.88679245,90.45283019,92.90566038,93.20754717,91.66037736,90.66037736,88.0754717
서울 강남지역서남권,68.0781759,74.26710098,70.03257329,66.61237785,71.49837134,69.86970684,68.24104235,68.24104235,72.63843648,91.36807818,91.36807818,86.64495114,78.99022801,76.54723127,82.41042345,88.92508143,90.87947883,83.06188925,89.04761905,94.28571429,93.17460317,91.26984127,88.88888889,89.20634921,91.9047619,90.95238095,98.25396825,101.2698413,95.23809524,92.6984127,94.92063492,96.66666667,99.52380952,104.2857143,102.5396825,103.968254,103.3333333,105.0793651,109.3650794,107.4603175,102.5396825,104.6031746,101.2698413,98.25396825,98.0952381,96.82539683,98.88888889,101.4285714,105.0793651,111.9047619,112.539185,116.7711599,113.7931034,114.2633229,109.5611285,109.2476489,107.6802508,100,108.490566,114.5768025,107.6802508,101.8808777,101.4106583,101.2539185,100.7836991,104.076087,105.9782609,107.8804348,103.5326087,101.7663043,100.5434783,98.77717391,103.6684783,114.9456522,119.8369565,108.0163043,103.2608696,94.70108696,85.49723757,76.79558011,72.51381215,69.88950276,70.5801105,75.13812155,87.15469613,96.82320442,97.9281768,108.0110497,112.5690608,133.5635359,126.342711,115.2173913,115.4731458,111.8925831,103.3248082,112.2762148,124.6803069,123.7851662,118.286445,108.3120205,110.6138107,113.5549872,117.0076726,118.5421995,115.0895141,110.3580563,110.9974425,118.4143223,121.7957276,124.8998665,125,112.917223,99.19893191,94.59279039,91.38851802,90.0200267,90.42056075,91.15487316,91.68891856,90.45393858,89.58611482,87.51668892
서울 강남지역동남권,57.93991416,59.44206009,58.58369099,67.59656652,59.44206009,59.22746781,65.2360515,66.52360515,66.59482759,77.31277533,84.36123348,79.73568282,69.38325991,71.14537445,92.51101322,99.33920705,95.15418502,94.71365639,92.27467811,95.06437768,95.49356223,92.91845494,92.91845494,93.56223176,99.1416309,102.360515,101.7167382,100.8583691,100,97.4248927,100,100,100.2145923,100.2145923,100.4291845,100.4291845,100.6437768,100,100.6437768,100.6437768,101.2875536,100.8583691,100.8583691,100.8583691,100.8583691,100.6437768,100.8583691,102.360515,103.0042918,103.2188841,103.9915966,108.8235294,108.4033613,104.8319328,100.210084,99.78991597,104.2016807,99.57983193,105.0420168,112.605042,119.7478992,110.0840336,99.78991597,105.8823529,111.5546218,122.3684211,131.5789474,125,115.4605263,98.02631579,88.32236842,85.52631579,85.69078947,104.4407895,134.8684211,109.2105263,91.94078947,85.03289474,78.86597938,71.82130584,75.77319588,75.08591065,77.66323024,82.3024055,94.67353952,99.65635739,102.5773196,114.0893471,115.8075601,124.9140893,120.3225806,104.516129,105.8064516,100,97.41935484,103.2258065,120,119.516129,113.0645161,96.4516129,105,113.7096774,117.9032258,120.8064516,113.0645161,109.6774194,114.0322581,125.483871,126.953125,127.3003472,127.3003472,117.2309028,98.48090278,92.83854167,87.97743056,85.11284722,90.49479167,95.18229167,95.18229167,93.22916667,92.05729167,88.80208333
경기 ,72.91421857,74.70622797,75,75.29377203,76.99764982,77.6439483,76.96827262,77.26204465,79.55346651,86.01645123,88.77790834,87.5440658,85.57579318,84.13631022,88.54289072,93.33137485,92.12690952,92.45005875,93.96848138,94.79942693,97.20630372,94.36962751,94.79942693,95.37249284,95.42979943,97.43553009,103.1088825,104.1977077,102.7363897,101.4756447,99.92917847,100.9490085,103.98017,106.6147309,106.8413598,106.4447592,106.4861111,106.2083333,106.4305556,110.0694444,109.125,103.7222222,102.5,103.2777778,102.75,102.3055556,102.25,101.8611111,102.1388889,103.3611111,102.4311183,104.0248514,103.9168017,102.5661804,100.1620746,99.83792545,99.48676391,99.48620876,100.0812128,100.378583,101.5413737,100.6212858,98.51431659,99.35170178,98.67639114,97.60493827,97.90123457,99.16049383,100.2716049,97.67901235,94.61728395,93.58024691,94.09876543,95.90123457,102.1728395,100.345679,98.71604938,95.62962963,90.96162737,88.60379103,84.90522423,82.75543227,82.13129912,83.35644938,87.0087841,88.67313916,90.49491212,91.28122109,92.8307123,97.48035136,99.84533805,104.0874945,106.6062749,105.4352629,103.5130358,108.3075563,118.426867,117.0459567,116.4604507,116.7697746,118.9571365,124.5470614,128.5019885,132.2801591,129.1648255,119.8630137,120.6805126,126.1378701,131.2212105,133.0530262,129.8339582,117.1023032,99.60364221,93.36904124,91.82645956,90.97482592,92.21210498,92.58088708,92.17996786,90.87305838,89.0948045,84.85806106
경기 경부1권,70.35830619,74.42996743,76.71009772,80.78175896,83.71335505,83.5504886,76.38436482,79.80456026,86.15635179,89.25081433,87.29641694,86.64495114,85.66775244,84.2019544,89.73941368,90.71661238,88.76221498,89.90228013,94.01294498,96.92556634,94.98381877,92.5566343,96.44012945,91.26213592,91.90938511,95.30744337,99.02912621,103.0744337,101.1326861,99.35275081,99.67741935,100.483871,105.8064516,114.516129,114.8387097,114.8387097,113.322884,112.8526646,113.322884,115.0470219,114.5768025,103.2915361,100.4702194,109.4043887,108.7774295,108.6206897,108.6206897,108.7774295,109.0909091,107.2100313,102.2292994,102.7070064,102.5477707,102.5477707,100.1592357,101.910828,101.433121,104.1401274,104.1401274,104.1401274,105.2547771,105.0955414,104.2993631,104.7770701,104.6178344,104.6321526,107.2207084,108.719346,111.7166213,110.0817439,104.6321526,105.8583106,103.4059946,105.7220708,123.7057221,119.2098093,114.8501362,107.3569482,96.83377309,88.65435356,80.47493404,77.44063325,76.5171504,78.75989446,85.88390501,92.08443272,99.73614776,99.47229551,103.4300792,108.707124,109.6354167,106.25,107.1614583,107.03125,104.0364583,107.03125,120.5729167,120.8333333,119.921875,117.1875,118.2291667,126.171875,132.6822917,136.8489583,132.2916667,128.2552083,128.90625,134.5052083,138.531514,141.3255361,117.1864847,113.4178038,96.65367122,91.35802469,87.97920728,88.10916179,91.00064977,92.39271782,93.40480832,91.87784276,90.87069526,86.97205978
경기 경부2권,69.19770774,72.77936963,71.2034384,68.62464183,73.92550143,77.93696275,80.51575931,81.80515759,82.66475645,89.68481375,90.54441261,90.40114613,88.39541547,87.82234957,88.96848138,95.2722063,92.69340974,98.28080229,96.08938547,94.83240223,96.08938547,93.43575419,94.27374302,97.06703911,96.9273743,101.9553073,108.6592179,108.1005587,105.027933,103.0726257,102.3545706,101.2465374,105.9556787,106.232687,105.5401662,105.2631579,105.1212938,104.851752,105.5256065,118.4636119,114.690027,106.4690027,102.2911051,98.24797844,97.30458221,95.01347709,94.47439353,94.47439353,95.01347709,100,99.86772487,100.6613757,101.3227513,101.7195767,101.984127,99.73544974,98.41269841,97.48677249,97.61904762,97.35449735,99.07407407,97.22222222,97.88359788,98.28042328,98.54497354,94.64285714,95.47619048,98.69047619,97.5,99.64285714,96.07142857,90.35714286,92.97619048,91.30952381,99.88095238,100.3571429,97.73809524,95.11904762,89.0625,86.94196429,84.375,79.91071429,80.46875,82.03125,82.58928571,87.16517857,84.48660714,84.93303571,86.04910714,95.3125,103.2258065,110.3225806,110.7526882,105.5913978,102.9032258,112.4731183,116.8817204,116.3978495,118.172043,118.4946237,119.7849462,124.0860215,127.2043011,130.4301075,130,123.3333333,121.3978495,122.7956989,126.7613039,130.3101998,126.7087277,116.2460568,102.0767613,95.47844374,92.66561514,91.53522608,93.00736067,91.11461619,89.82649842,88.35436383,86.5404837,81.59831756
경기 서해안권,70.56818182,72.95454545,78.52272727,76.59090909,77.27272727,78.18181818,78.63636364,80.34090909,81.13636364,89.65909091,93.18181818,90.56818182,91.59090909,88.75,95.90909091,101.0227273,100.2272727,98.40909091,100.1670379,100.9465479,102.9510022,100.0556793,99.61024499,98.94209354,98.05122494,97.8285078,104.064588,103.1737194,103.285078,100.5011136,95.50997783,98.61419069,100.7206208,102.1618625,102.0509978,101.3858093,101.4900662,100.2759382,99.83443709,100.9381898,100.4966887,97.68211921,98.34437086,98.56512141,98.67549669,99.00662252,98.23399558,96.799117,97.90286976,99.33774834,100,101.5856237,101.6913319,101.4799154,101.4799154,100.845666,100.6342495,100.422833,100,100.422833,99.78858351,100.422833,100.2114165,99.26004228,99.47145877,98.04928131,98.76796715,99.48665298,99.69199179,93.2238193,89.73305955,90.04106776,94.96919918,101.4373717,101.2320329,97.7412731,95.3798768,94.76386037,92.29323308,90.03759398,86.84210526,85.52631579,82.89473684,86.27819549,91.91729323,92.10526316,95.39473684,97.18045113,98.96616541,102.443609,99.91243433,105.3415061,110.8581436,109.7197898,109.7197898,110.8581436,115.849387,112.084063,111.2084063,112.6970228,112.1716287,115.4115587,118.3887916,124.2556918,127.3204904,120.8406305,123.117338,131.5236427,140.5575906,140.9035409,136.0602361,117.7045177,100.3663004,93.40659341,92.7960928,92.57224257,93.3048433,95.05494505,94.32234432,94.2002442,92.22629223,86.52828653
경기 동부1권,69.57831325,81.62650602,67.1686747,76.80722892,72.59036145,68.97590361,69.87951807,69.57831325,74.39759036,85.84337349,90.06024096,89.15662651,88.25301205,85.54216867,89.75903614,91.26506024,89.15662651,89.75903614,94.87951807,93.6746988,94.87951807,94.87951807,95.48192771,96.98795181,96.38554217,95.48192771,100,102.1084337,98.79518072,100.3012048,101.2048193,101.8072289,103.0120482,108.7349398,110.5421687,106.3253012,101.4880952,101.7857143,101.7857143,102.9761905,103.5714286,103.2738095,103.5714286,103.2738095,103.2738095,104.1666667,104.1666667,104.1666667,104.1666667,104.1666667,104.0229885,104.3103448,104.0229885,98.85057471,97.70114943,97.4137931,95.40229885,93.31395349,95.34883721,100,102.3255814,100.862069,100,100.5747126,100.862069,102.6066351,101.4218009,99.28909953,101.8957346,103.7914692,104.9763033,102.8436019,98.34123223,101.4218009,108.5308057,101.4218009,100.4739336,98.34123223,91.2244898,95.71428571,91.42857143,92.04081633,92.24489796,92.85714286,96.73469388,101.6326531,102.6530612,103.0612245,103.2653061,103.4693878,107.5289575,110.03861,112.9343629,113.5135135,106.9498069,111.7760618,126.4478764,124.5173745,122.5868726,121.6216216,122.972973,127.7992278,130.3088803,132.8185328,129.7297297,110.03861,112.3552124,118.3397683,120.4847909,123.1463878,123.4790875,112.1673004,95.57984791,93.82129278,92.01520913,90.5418251,91.49239544,92.68060837,92.06273764,89.1634981,87.11977186,83.46007605
경기 동부2권,87.87878788,76.51515152,81.81818182,78.03030303,78.78787879,79.54545455,81.81818182,90.15151515,88.63636364,90.90909091,93.18181818,89.39393939,90.90909091,87.87878788,88.63636364,89.39393939,90.90909091,93.18181818,94.52054795,95.89041096,91.78082192,89.04109589,90.4109589,89.04109589,89.04109589,101.369863,101.369863,101.369863,101.369863,101.369863,101.875,102.5,103.75,104.375,105,104.375,104.5454545,103.2467532,103.2467532,104.5454545,104.5454545,103.8961039,103.8961039,103.8961039,103.8961039,102.5974026,102.5974026,102.5974026,102.5974026,102.5974026,102.5974026,105.1948052,103.8961039,100.6493506,101.9480519,101.9480519,103.8961039,101.9480519,103.2467532,102.5974026,102.5974026,101.9480519,101.2987013,103.8961039,102.5974026,97.22222222,97.22222222,98.61111111,102.7777778,103.4722222,97.91666667,101.3888889,97.91666667,97.22222222,95.13888889,91.66666667,93.05555556,82.63888889,84.50704225,83.8028169,76.76056338,77.46478873,80.98591549,78.16901408,91.54929577,89.43661972,90.71428571,90.71428571,91.42857143,90.14084507,85.41666667,88.19444444,84.02777778,87.5,83.33333333,88.19444444,88.88888889,88.19444444,88.19444444,88.19444444,87.5,97.91666667,101.3888889,106.25,102.0833333,87.5,102.0833333,106.25,109.2664093,113.7065637,129.9227799,121.6216216,110.4247104,100.7722008,99.42084942,100.965251,101.3513514,102.5096525,102.3166023,100.7722008,98.84169884,98.45559846
경기 경의권,74.67811159,77.25321888,70.38626609,75.96566524,74.24892704,74.67811159,72.53218884,62.01716738,62.44635193,63.09012876,70.81545064,72.53218884,71.45922747,71.03004292,75.53648069,76.82403433,78.75536481,79.39914163,80.12048193,80.72289157,88.15261044,87.75100402,88.95582329,93.97590361,95.98393574,96.58634538,102.0080321,102.0080321,102.2088353,100.8032129,100.1953125,102.5390625,104.6875,106.0546875,106.4453125,106.25,111.0486891,111.7977528,113.4831461,114.9812734,113.2958801,110.6741573,109.7378277,109.7378277,107.8651685,107.6779026,107.6779026,107.4906367,107.6779026,108.2397004,108.0645161,109.8566308,108.2437276,106.09319,102.688172,102.688172,103.4050179,103.7634409,106.6308244,105.5555556,109.3189964,105.9139785,93.01075269,98.02867384,93.18996416,89.13043478,86.28762542,88.46153846,90.80267559,82.60869565,79.93311037,79.59866221,78.76254181,77.75919732,81.77257525,85.95317726,88.29431438,85.28428094,82.69230769,80.60897436,80.44871795,81.57051282,81.89102564,81.73076923,81.41025641,83.97435897,83.97435897,84.93589744,85.25641026,89.90384615,94.81707317,100.6097561,103.2012195,103.3536585,103.5060976,110.3658537,127.4390244,124.3902439,121.6463415,124.2378049,133.5365854,142.2256098,144.8170732,145.1219512,133.6890244,122.4085366,120.7317073,123.3231707,122.9921819,127.1499645,142.1819474,126.1549396,97.22814499,88.98365316,90.7249467,87.66879886,88.62828714,88.45060412,88.69936034,87.02914001,84.54157783,81.44989339
경기 경원권,89.0070922,72.34042553,83.33333333,71.63120567,78.0141844,76.59574468,77.65957447,79.07801418,82.62411348,94.32624113,100,95.03546099,77.30496454,78.72340426,81.91489362,101.7730496,98.93617021,89.36170213,91.84397163,96.09929078,108.1560284,96.45390071,89.0070922,92.55319149,92.19858156,91.13475177,101.4184397,107.8014184,104.964539,107.8014184,105.3191489,103.9007092,105.3191489,104.2553191,105.3191489,108.8652482,108.9655172,110,108.2758621,108.2758621,111.0344828,104.137931,105.1724138,105.1724138,105.5172414,105.1724138,108.2758621,107.9310345,105.5172414,106.5517241,104.4871795,110.8974359,111.8589744,106.7307692,89.1025641,89.42307692,90.06410256,90.06410256,90.06410256,90.06410256,90.06410256,90.06410256,90.06410256,90.06410256,90.06410256,97.33727811,97.63313609,97.63313609,97.63313609,95.26627219,94.9704142,94.9704142,94.37869822,94.67455621,94.9704142,94.67455621,94.37869822,94.37869822,96.02272727,94.60227273,92.04545455,84.375,82.95454545,79.54545455,80.39772727,64.77272727,65.625,67.04545455,68.18181818,71.875,74.45652174,83.9673913,87.77173913,87.77173913,87.77173913,91.84782609,110.0543478,113.8586957,114.4021739,115.2173913,120.1086957,125,133.423913,138.8586957,127.9891304,112.5,113.0434783,124.1847826,135.1877608,128.7899861,128.9986092,113.0737135,103.4075104,97.21835883,93.67176634,93.67176634,93.74130737,92.76773296,91.79415855,90.472879,89.63838665,87.06536857
인천 ,56.79886686,62.60623229,62.03966006,60.4815864,61.898017,60.90651558,60.90651558,62.32294618,63.31444759,64.16430595,68.27195467,69.97167139,67.98866856,63.31444759,65.29745042,83.14447592,83.99433428,83.00283286,81.75675676,83.64864865,87.16216216,84.18918919,87.7027027,89.59459459,89.72972973,92.16216216,92.83783784,94.05405405,94.32432432,93.51351351,93.43163539,96.64879357,97.85522788,100.2680965,100.1340483,101.8766756,103.9845758,103.8560411,104.1131105,103.8560411,103.8560411,103.8560411,104.4987147,104.1131105,103.7275064,104.1131105,104.2416452,104.4987147,102.4421594,102.3136247,98.24561404,102.5062657,100.3759398,99.87468672,99.49874687,96.36591479,96.74185464,98.37092732,99.12280702,99.87468672,97.99498747,100.877193,99.62406015,100.7518797,101.2531328,100.5285412,100.9513742,100.6342495,100.6342495,93.44608879,89.85200846,89.9577167,87.73784355,86.25792812,88.90063425,90.38054968,93.65750529,95.77167019,90.04106776,88.19301848,88.19301848,87.67967146,88.29568789,87.37166324,89.42505133,87.88501027,93.32648871,94.35318275,95.07186858,95.79055441,97.24950884,100.6385069,107.7111984,109.1355599,109.9214145,108.3005894,107.956778,102.0628684,100.8840864,104.8133595,108.0550098,110.4125737,111.8860511,119.7445972,119.3516699,120.43222,122.2003929,128.0943026,126.4069264,129.4853295,130.8802309,116.2337662,102.1404521,100.3848004,97.16209716,94.10774411,92.4001924,95.28619529,93.12169312,91.96729197,87.44588745,83.71813372
부산 ,62.25328947,69.73684211,72.03947368,75.16447368,72.69736842,72.03947368,74.34210526,75.24671053,78.78289474,84.78618421,89.63815789,86.67763158,82.48355263,85.77302632,89.63815789,95.97039474,94.49013158,93.99671053,93.89857369,96.19651347,95.16640254,93.89857369,94.69096672,94.45324881,93.58161648,98.57369255,101.9809826,107.2900158,105.5467512,99.60380349,100.2332815,101.8662519,110.0311042,108.6314152,106.4541213,105.4432348,107.0121951,105.2591463,104.9542683,108.8414634,109.6036585,101.2957317,97.4847561,96.18902439,97.86585366,99.00914634,100.0762195,100.9146341,101.6006098,108.6128049,109.3797277,113.9939486,114.0695915,104.8411498,104.6142209,103.3282905,104.6142209,104.387292,103.9334342,106.429652,104.7655068,99.92435703,96.59606657,95.46142209,94.25113464,81.21990369,79.85553772,79.53451043,80.09630819,74.47833066,71.66934189,69.66292135,67.09470305,63.72391653,61.71749599,59.47030498,56.09951846,54.81540931,48.08306709,46.00638978,44.7284345,46.24600639,46.24600639,45.92651757,44.88817891,44.40894569,45.68690096,46.32587859,61.10223642,69.48881789,72.2734255,73.80952381,73.57910906,65.97542243,67.35791091,68.43317972,86.17511521,90.55299539,93.39477727,95.5453149,106.9892473,118.5867896,120.3533026,118.8940092,116.2058372,109.2933948,108.9093702,114.5929339,120.9319805,122.5854942,121.6459977,115.3325817,99.04171364,95.88500564,94.90792935,94.34423149,95.50920707,97.46335964,96.9748215,96.44870349,93.29199549,88.1059752
부산 중부산권,51.48148148,67.77777778,65.74074074,70.18518519,65.18518519,62.96296296,65.74074074,65.37037037,75.55555556,79.25925926,86.11111111,78.51851852,77.40740741,85.55555556,94.25925926,98.51851852,95.18518519,91.11111111,90.68100358,93.5483871,95.8781362,94.26523297,94.98207885,96.59498208,95.8781362,97.31182796,101.2544803,108.0645161,101.9713262,99.64157706,99.28315412,99.82078853,106.4516129,105.9139785,105.0179211,106.09319,106.4912281,105.0877193,105.9649123,105.2631579,105.0877193,99.8245614,101.4035088,101.4035088,100.877193,101.0526316,103.1578947,103.8596491,105.2631579,107.7192982,108.9473684,111.9298246,113.5087719,109.4736842,108.245614,105.9649123,106.6666667,105.9649123,106.6666667,107.0175439,108.9473684,105.7894737,101.2280702,100,99.64912281,75.09363296,75.09363296,74.53183521,79.21348315,70.41198502,69.1011236,67.22846442,66.47940075,67.0411985,66.66666667,63.48314607,62.17228464,62.35955056,60.27131783,58.91472868,52.51937984,54.65116279,55.03875969,54.84496124,52.51937984,51.74418605,53.68217054,54.45736434,72.6744186,80.81395349,86.24535316,86.80297398,87.5464684,74.9070632,77.69516729,75.83643123,100.7434944,103.9033457,102.7881041,104.8327138,113.5687732,118.9591078,118.9591078,118.2156134,114.6840149,105.7620818,107.063197,112.8252788,118.9719626,118.411215,117.3831776,114.9065421,102.2897196,99.29906542,98.17757009,97.80373832,98.17757009,98.13084112,97.75700935,97.47663551,95.65420561,87.71028037
부산 동부산권,51.17647059,56.17647059,71.47058824,73.52941176,74.11764706,72.05882353,72.94117647,76.17647059,75,86.76470588,91.76470588,89.70588235,80.58823529,79.70588235,79.41176471,92.94117647,92.64705882,93.82352941,94.69273743,96.36871508,89.38547486,87.98882682,87.4301676,88.54748603,88.26815642,105.3072626,107.5418994,115.6424581,113.4078212,101.9553073,103.8043478,107.3369565,116.3043478,114.4021739,110.0543478,106.5217391,113.6363636,111.7647059,111.2299465,116.5775401,117.6470588,95.18716578,90.10695187,89.57219251,90.37433155,91.71122995,91.71122995,92.2459893,91.17647059,114.7058824,116.0427807,124.5989305,120.855615,101.8716578,102.6737968,102.6737968,103.7433155,101.3368984,98.6631016,100,94.9197861,88.5026738,86.09625668,79.94652406,79.94652406,77.77777778,75.83333333,76.11111111,73.88888889,69.72222222,67.22222222,66.94444444,67.5,61.94444444,55.55555556,54.44444444,48.33333333,46.94444444,36.70212766,35.37234043,38.56382979,41.4893617,40.95744681,41.22340426,41.4893617,41.75531915,42.0212766,42.0212766,64.89361702,80.05319149,79.89690722,80.67010309,76.28865979,70.10309278,70.6185567,73.96907216,92.78350515,97.16494845,105.1546392,106.7010309,113.6597938,125.7731959,130.4123711,129.1237113,126.5463918,118.0412371,117.5257732,121.6494845,121.6727717,125.8241758,125.4578755,118.009768,98.22954823,93.89499389,93.1013431,91.81929182,93.89499389,98.29059829,97.4969475,95.90964591,90.5982906,85.8974359
부산 서부산권,90.77380952,86.60714286,82.73809524,84.82142857,83.33333333,86.60714286,89.58333333,90.17857143,87.79761905,91.66666667,93.1547619,96.72619048,92.55952381,92.26190476,92.55952381,94.94047619,95.23809524,98.80952381,98.26589595,100.2890173,100,99.42196532,101.734104,97.10982659,95.37572254,93.6416185,97.39884393,97.39884393,103.1791908,97.10982659,98.05555556,99.44444444,109.1666667,106.9444444,105,103.3333333,101.0869565,98.91304348,97.01086957,106.5217391,108.423913,109.7826087,98.91304348,94.83695652,100.8152174,103.2608696,103.8043478,105.1630435,106.5217391,103.8043478,103.4391534,106.6137566,108.2010582,100.7936508,101.0582011,100,102.3809524,105.026455,105.026455,111.9047619,108.2010582,102.3809524,100,103.968254,100.2645503,94.03409091,91.19318182,90.625,87.78409091,85.51136364,80.11363636,76.13636364,67.61363636,60.51136364,60.51136364,58.52272727,54.82954545,51.42045455,42.5,38.61111111,40,39.16666667,39.16666667,38.05555556,37.5,36.66666667,38.05555556,39.16666667,40.55555556,42.22222222,44.41489362,48.13829787,50.79787234,48.93617021,49.20212766,52.12765957,58.5106383,64.62765957,67.81914894,70.74468085,90.69148936,110.6382979,111.9680851,109.3085106,107.712766,105.3191489,102.6595745,109.8404255,122.8626943,124.9352332,123.5103627,113.0829016,95.4015544,93.2642487,92.29274611,92.22797927,93.52331606,95.66062176,95.33678756,95.59585492,92.87564767,90.99740933
